ts,x,y,z,ls
1.6692469447128323e+18,0.0,-0.0005000000237487257,0.0,-2.5679938793182373
1.6692469451381056e+18,0.0,-0.0005000000237487257,0.0,-2.8807976245880127
1.669246945546297e+18,0.0,-0.0005000000237487257,0.0,-3.211580514907837
1.6692469459713236e+18,0.0,-0.0005000000237487257,0.0,-3.57739520072937
1.6692469463879068e+18,0.0,-0.0005000000237487257,0.0,-3.953932762145996
1.6692469468043384e+18,0.0,-0.0005000000237487257,0.0,-4.349318981170654
1.6692469472212703e+18,0.0,-0.0005000000237487257,0.0,-4.76353120803833
1.6692469476461468e+18,0.0,-0.0005000000237487257,0.0,-5.203697681427002
1.6692469480711951e+18,0.0,-0.0005000000237487257,0.0,-5.608972549438477
1.669246948487952e+18,0.0,-0.0005000000237487257,0.0,-6.025201320648193
1.6692469489209398e+18,0.0,-0.0005000000237487257,0.0,-6.385637283325195
1.6692469493293821e+18,0.0,-0.0005000000237487257,0.0,-6.761479377746582
1.6692469497627812e+18,0.0,-0.0005000000237487257,0.0,-7.109047889709473
1.6692469501962273e+18,0.0,-0.0005000000237487257,0.0,-7.444827079772949
1.6692469506377992e+18,0.0,-0.0005000000237487257,0.0,-7.7598795890808105
1.6692469510711593e+18,0.0,-0.0005000000237487257,0.0,-8.053579330444336
1.6692469515126528e+18,0.0,-0.0005000000237487257,0.0,-8.338897705078125
1.6692469519712573e+18,0.0,-0.0005000000237487257,0.0,-8.58554458618164
1.6692469524042903e+18,0.0,-0.0005000000237487257,0.0,-8.822198867797852
1.6692469528542646e+18,0.0,-0.0005000000237487257,0.0,-9.022964477539062
1.6692469532708547e+18,0.0,-0.0005000000237487257,0.0,-9.202178955078125
1.6692469536877253e+18,0.0,-0.0005000000237487257,0.0,-9.361780166625977
1.6692469540960886e+18,0.0,-0.0005000000237487257,0.0,-9.514043807983398
1.6692469545376302e+18,0.0,-0.0005000000237487257,0.0,-9.64261245727539
1.669246954962693e+18,0.0,-0.0005000000237487257,0.0,-9.744658470153809
1.6692469553625367e+18,0.0,-0.0005000000237487257,0.0,-9.829398155212402
1.6692469557626593e+18,0.0,-0.0005000000237487257,0.0,-9.90013313293457
1.6692469561792435e+18,0.0,-0.0005000000237487257,0.0,-9.955010414123535
1.669246956629262e+18,0.0,-0.0005000000237487257,0.0,-9.988327026367188
1.6692469570876296e+18,0.0,-0.0005000000237487257,0.0,-9.999988555908203
1.669246957529136e+18,0.0,-0.0005000000237487257,0.0,-10.0
1.6692469579540124e+18,0.0,-0.0005000000237487257,0.0,-10.007569313049316
1.6692469584040512e+18,0.0,-0.0005000000237487257,0.0,-10.035680770874023
1.6692469588458373e+18,0.0,-0.0005000000237487257,0.0,-10.08450698852539
1.6692469592789914e+18,0.0,-0.0005000000237487257,0.0,-10.146698951721191
1.6692469596874012e+18,0.0,-0.0005000000237487257,0.0,-10.2328519821167
1.6692469601124864e+18,0.0,-0.0005000000237487257,0.0,-10.338561058044434
1.6692469605455706e+18,0.0,-0.0005000000237487257,0.0,-10.457578659057617
1.6692469609541332e+18,0.0,-0.0005000000237487257,0.0,-10.620112419128418
1.6692469614289754e+18,0.0,-0.0005000000237487257,0.0,-10.782402992248535
1.669246961854118e+18,0.0,-0.0005000000237487257,0.0,-10.954663276672363
1.6692469622538358e+18,0.0,-0.0005000000237487257,0.0,-11.15859317779541
1.6692469626789012e+18,0.0,-0.0005000000237487257,0.0,-11.382240295410156
1.6692469631123412e+18,0.0,-0.0005000000237487257,0.0,-11.614699363708496
1.669246963520757e+18,0.0,-0.0005000000237487257,0.0,-11.863988876342773
1.669246963937154e+18,0.0,-0.0005000000237487257,0.0,-12.131814956665039
1.6692469643455406e+18,0.0,-0.0005000000237487257,0.0,-12.42464542388916
1.6692469647621862e+18,0.0,-0.0005000000237487257,0.0,-12.736324310302734
1.669246965187092e+18,0.0,-0.0005000000237487257,0.0,-13.074723243713379
1.6692469656121976e+18,0.0,-0.0005000000237487257,0.0,-13.425352096557617
1.6692469660287703e+18,0.0,-0.0005000000237487257,0.0,-13.775575637817383
1.6692469664288046e+18,0.0,-0.0005000000237487257,0.0,-14.256628036499023
1.6692469669538276e+18,0.0,-0.0005000000237487257,0.0,-14.677238464355469
1.6692469673788262e+18,0.0,-0.0005000000237487257,0.0,-15.095345497131348
1.6692469677954563e+18,0.0,-0.0005000000237487257,0.0,-15.535837173461914
1.669246968228591e+18,0.0,-0.0005000000237487257,0.0,-15.917393684387207
1.6692469686287977e+18,0.0,-0.0005000000237487257,0.0,-16.273204803466797
1.669246969028955e+18,0.0,-0.0005000000237487257,0.0,-16.638498306274414
1.669246969445425e+18,0.0,-0.0005000000237487257,0.0,-16.96924591064453
1.669246969845337e+18,0.0,-0.0005000000237487257,0.0,-17.297733306884766
1.6692469702619681e+18,0.0,-0.0005000000237487257,0.0,-17.748380661010742
1.669246970881093e+18,0.0,-0.0005000000237487257,0.0,-18.062400817871094
1.6692469713534764e+18,0.0,-0.0005000000237487257,0.0,-18.323734283447266
1.6692469717702653e+18,0.0,-0.0005000000237487257,0.0,-18.554222106933594
1.669246972178574e+18,0.0,-0.0005000000237487257,0.0,-18.79361343383789
1.6692469726287194e+18,0.0,-0.0005000000237487257,0.0,-19.00638771057129
1.6692469730618852e+18,0.0,-0.0005000000237487257,0.0,-19.186378479003906
1.6692469734784778e+18,0.0,-0.0005000000237487257,0.0,-19.3596248626709
1.6692469739119252e+18,0.0,-0.0005000000237487257,0.0,-19.50550079345703
1.669246974328434e+18,0.0,-0.0005000000237487257,0.0,-19.62982749938965
1.6692469747451205e+18,0.0,-0.0005000000237487257,0.0,-19.740764617919922
1.6692469751710382e+18,0.0,-0.0005000000237487257,0.0,-19.82623291015625
1.669246975570159e+18,0.0,-0.0005000000237487257,0.0,-19.894927978515625
1.6692469759784847e+18,0.0,-0.0005000000237487257,0.0,-19.949295043945312
1.6692469764033434e+18,0.0,-0.0005000000237487257,0.0,-19.982402801513672
1.669246976803418e+18,0.0,-0.0005000000237487257,0.0,-20.0
1.669246977436681e+18,0.0,-0.0005000000237487257,0.0,-20.0
1.6692469778617516e+18,0.0,-0.0005000000237487257,0.0,-20.007558822631836
1.6692469782783823e+18,0.0,-0.0005000000237487257,0.0,-20.037303924560547
1.6692469787366395e+18,0.0,-0.0005000000237487257,0.0,-20.084239959716797
1.6692469791532175e+18,0.0,-0.0005000000237487257,0.0,-20.155473709106445
1.6692469796036966e+18,0.0,-0.0005000000237487257,0.0,-20.248363494873047
1.6692469800531914e+18,0.0,-0.0005000000237487257,0.0,-20.351823806762695
1.6692469804615818e+18,0.0,-0.0005000000237487257,0.0,-20.47327423095703
1.6692469808781532e+18,0.0,-0.0005000000237487257,0.0,-20.60915756225586
1.6692469812783347e+18,0.0,-0.0005000000237487257,0.0,-20.765710830688477
1.669246981686612e+18,0.0,-0.0005000000237487257,0.0,-20.95421028137207
1.6692469821196178e+18,0.0,-0.0005000000237487257,0.0,-21.14310646057129
1.6692469825280476e+18,0.0,-0.0005000000237487257,0.0,-21.35478973388672
1.6692469829363587e+18,0.0,-0.0005000000237487257,0.0,-21.590147018432617
1.6692469833529114e+18,0.0,-0.0005000000237487257,0.0,-21.83819580078125
1.6692469837614566e+18,0.0,-0.0005000000237487257,0.0,-22.097686767578125
1.6692469841612209e+18,0.0,-0.0005000000237487257,0.0,-22.41692543029785
1.6692469846196764e+18,0.0,-0.0005000000237487257,0.0,-22.728105545043945
1.6692469850448297e+18,0.0,-0.0005000000237487257,0.0,-23.0660400390625
1.6692469854695327e+18,0.0,-0.0005000000237487257,0.0,-23.41617202758789
1.669246985894792e+18,0.0,-0.0005000000237487257,0.0,-23.783470153808594
1.669246986311492e+18,0.0,-0.0005000000237487257,0.0,-24.170452117919922
1.6692469867362104e+18,0.0,-0.0005000000237487257,0.0,-24.57625961303711
1.6692469871529318e+18,0.0,-0.0005000000237487257,0.0,-25.00091552734375
1.66924698757786e+18,0.0,-0.0005000000237487257,0.0,-25.445743560791016
1.6692469880112824e+18,0.0,-0.0005000000237487257,0.0,-25.841337203979492
1.6692469884195208e+18,0.0,-0.0005000000237487257,0.0,-26.20052146911621
1.669246988811109e+18,0.0,-0.0005000000237487257,0.0,-26.552703857421875
1.66924698921131e+18,0.0,-0.0005000000237487257,0.0,-26.911598205566406
1.6692469896445404e+18,0.0,-0.0005000000237487257,0.0,-27.25078582763672
1.6692469900778806e+18,0.0,-0.0005000000237487257,0.0,-27.592012405395508
1.6692469905362156e+18,0.0,-0.0005000000237487257,0.0,-27.897537231445312
1.669246990977844e+18,0.0,-0.0005000000237487257,0.0,-28.188430786132812
1.6692469914193928e+18,0.0,-0.0005000000237487257,0.0,-28.428979873657227
1.6692469918195054e+18,0.0,-0.0005000000237487257,0.0,-28.662296295166016
1.6692469922444068e+18,0.0,-0.0005000000237487257,0.0,-28.892621994018555
1.6692469926943862e+18,0.0,-0.0005000000237487257,0.0,-29.08271026611328
1.6692469931026207e+18,0.0,-0.0005000000237487257,0.0,-29.263050079345703
1.6692469935360433e+18,0.0,-0.0005000000237487257,0.0,-29.424030303955078
1.6692469939610353e+18,0.0,-0.0005000000237487257,0.0,-29.56189727783203
1.6692469943858499e+18,0.0,-0.0005000000237487257,0.0,-29.683719635009766
1.669246994810882e+18,0.0,-0.0005000000237487257,0.0,-29.781116485595703
1.6692469952278674e+18,0.0,-0.0005000000237487257,0.0,-29.860790252685547
1.669246995636062e+18,0.0,-0.0005000000237487257,0.0,-29.922494888305664
1.6692469960442737e+18,0.0,-0.0005000000237487257,0.0,-29.96710205078125
1.66924699646092e+18,0.0,-0.0005000000237487257,0.0,-29.9920711517334
1.6692469968611039e+18,0.0,-0.0005000000237487257,0.0,-30.000022888183594
1.6692469972608123e+18,0.0,-0.0005000000237487257,0.0,-30.008485794067383
1.6692469977941425e+18,0.0,-0.0005000000237487257,0.0,-30.034833908081055
1.669246998202514e+18,0.0,-0.0005000000237487257,0.0,-30.080612182617188
1.6692469986274537e+18,0.0,-0.0005000000237487257,0.0,-30.148611068725586
1.6692469990608988e+18,0.0,-0.0005000000237487257,0.0,-30.24431610107422
1.669246999535929e+18,0.0,-0.0005000000237487257,0.0,-30.363426208496094
1.669247000002573e+18,0.0,-0.0005000000237487257,0.0,-30.493038177490234
1.6692470004358026e+18,0.0,-0.0005000000237487257,0.0,-30.646345138549805
1.669247000869091e+18,0.0,-0.0005000000237487257,0.0,-30.824066162109375
1.6692470013272568e+18,0.0,-0.0005000000237487257,0.0,-31.014686584472656
1.6692470017532739e+18,0.0,-0.0005000000237487257,0.0,-31.21962547302246
1.6692470021773908e+18,0.0,-0.0005000000237487257,0.0,-31.460256576538086
1.6692470026273155e+18,0.0,-0.0005000000237487257,0.0,-31.697769165039062
1.669247003035479e+18,0.0,-0.0005000000237487257,0.0,-31.947486877441406
1.669247003435719e+18,0.0,-0.0005000000237487257,0.0,-32.20762634277344
1.6692470038274404e+18,0.0,-0.0005000000237487257,0.0,-32.505455017089844
1.669247004244049e+18,0.0,-0.0005000000237487257,0.0,-32.80620193481445
1.6692470046442954e+18,0.0,-0.0005000000237487257,0.0,-33.14878463745117
1.6692470050689395e+18,0.0,-0.0005000000237487257,0.0,-33.494197845458984
1.6692470054857377e+18,0.0,-0.0005000000237487257,0.0,-33.84872055053711
1.6692470058857605e+18,0.0,-0.0005000000237487257,0.0,-34.229652404785156
1.6692470062939428e+18,0.0,-0.0005000000237487257,0.0,-34.63827896118164
1.6692470067105859e+18,0.0,-0.0005000000237487257,0.0,-35.05527114868164
1.6692470071272374e+18,0.0,-0.0005000000237487257,0.0,-35.48706817626953
1.6692470075523948e+18,0.0,-0.0005000000237487257,0.0,-36.07545471191406
1.6692470081690194e+18,0.0,-0.0005000000237487257,0.0,-36.43352508544922
1.6692470085773325e+18,0.0,-0.0005000000237487257,0.0,-36.79874801635742
1.669247009002197e+18,0.0,-0.0005000000237487257,0.0,-37.12055969238281
1.6692470094106076e+18,0.0,-0.0005000000237487257,0.0,-37.418766021728516
1.669247009793754e+18,0.0,-0.0005000000237487257,0.0,-37.72801208496094
1.6692470102187722e+18,0.0,-0.0005000000237487257,0.0,-38.00478744506836
1.6692470106354798e+18,0.0,-0.0005000000237487257,0.0,-38.26359558105469
1.6692470110438083e+18,0.0,-0.0005000000237487257,0.0,-38.49835968017578
1.6692470114437658e+18,0.0,-0.0005000000237487257,0.0,-38.72676086425781
1.669247011868654e+18,0.0,-0.0005000000237487257,0.0,-38.92702865600586
1.6692470122686781e+18,0.0,-0.0005000000237487257,0.0,-39.11864471435547
1.6692470126853934e+18,0.0,-0.0005000000237487257,0.0,-39.29524230957031
1.6692470131104246e+18,0.0,-0.0005000000237487257,0.0,-39.45576858520508
1.6692470135520305e+18,0.0,-0.0005000000237487257,0.0,-39.5924072265625
1.669247013985363e+18,0.0,-0.0005000000237487257,0.0,-39.70713424682617
1.6692470144019098e+18,0.0,-0.0005000000237487257,0.0,-39.80251693725586
1.6692470148186245e+18,0.0,-0.0005000000237487257,0.0,-39.88103103637695
1.6692470152521354e+18,0.0,-0.0005000000237487257,0.0,-39.93873596191406
1.6692470156771077e+18,0.0,-0.0005000000237487257,0.0,-39.978553771972656
1.6692470161103473e+18,0.0,-0.0005000000237487257,0.0,-39.997589111328125
1.6692470165352745e+18,0.0,-0.0005000000237487257,0.0,-40.00010299682617
1.6692470169519867e+18,0.0,-0.0005000000237487257,0.0,-40.011837005615234
1.6692470173768205e+18,0.0,-0.0005000000237487257,0.0,-40.04136276245117
1.6692470177852337e+18,0.0,-0.0005000000237487257,0.0,-40.08890151977539
1.6692470181934781e+18,0.0,-0.0005000000237487257,0.0,-40.1544075012207
1.6692470186018312e+18,0.0,-0.0005000000237487257,0.0,-40.26573944091797
1.6692470191350482e+18,0.0,-0.0005000000237487257,0.0,-40.38975143432617
1.669247019601857e+18,0.0,-0.0005000000237487257,0.0,-40.52000045776367
1.6692470200268987e+18,0.0,-0.0005000000237487257,0.0,-40.688377380371094
1.66924702049363e+18,0.0,-0.0005000000237487257,0.0,-40.85926055908203
1.6692470209182866e+18,0.0,-0.0005000000237487257,0.0,-41.048606872558594
1.6692470213353096e+18,0.0,-0.0005000000237487257,0.0,-41.26235580444336
1.6692470217601597e+18,0.0,-0.0005000000237487257,0.0,-41.48931884765625
1.6692470221852467e+18,0.0,-0.0005000000237487257,0.0,-41.73563003540039
1.6692470226016666e+18,0.0,-0.0005000000237487257,0.0,-41.994388580322266
1.669247023018354e+18,0.0,-0.0005000000237487257,0.0,-42.27793502807617
1.6692470234351117e+18,0.0,-0.0005000000237487257,0.0,-42.575958251953125
1.6692470238433544e+18,0.0,-0.0005000000237487257,0.0,-42.87773895263672
1.6692470242433487e+18,0.0,-0.0005000000237487257,0.0,-43.225341796875
1.6692470246682458e+18,0.0,-0.0005000000237487257,0.0,-43.54841613769531
1.6692470250514962e+18,0.0,-0.0005000000237487257,0.0,-43.91453170776367
1.6692470254683868e+18,0.0,-0.0005000000237487257,0.0,-44.30893325805664
1.6692470258849928e+18,0.0,-0.0005000000237487257,0.0,-44.73011016845703
1.6692470263098824e+18,0.0,-0.0005000000237487257,0.0,-45.15910339355469
1.6692470267346514e+18,0.0,-0.0005000000237487257,0.0,-45.56725311279297
1.6692470271432532e+18,0.0,-0.0005000000237487257,0.0,-45.975563049316406
1.669247027576499e+18,0.0,-0.0005000000237487257,0.0,-46.39077377319336
1.6692470280345987e+18,0.0,-0.0005000000237487257,0.0,-46.84941864013672
1.6692470285764467e+18,0.0,-0.0005000000237487257,0.0,-47.207950592041016
1.6692470290187681e+18,0.0,-0.0005000000237487257,0.0,-47.53777313232422
1.6692470294597274e+18,0.0,-0.0005000000237487257,0.0,-47.85279083251953
1.6692470299183823e+18,0.0,-0.0005000000237487257,0.0,-48.14688491821289
1.6692470303597601e+18,0.0,-0.0005000000237487257,0.0,-48.39597702026367
1.669247030776408e+18,0.0,-0.0005000000237487257,0.0,-48.615962982177734
1.669247031167957e+18,0.0,-0.0005000000237487257,0.0,-48.825130462646484
1.6692470315678477e+18,0.0,-0.0005000000237487257,0.0,-49.026092529296875
1.6692470319845914e+18,0.0,-0.0005000000237487257,0.0,-49.20016098022461
1.6692470323845204e+18,0.0,-0.0005000000237487257,0.0,-49.40397644042969
1.669247032918245e+18,0.0,-0.0005000000237487257,0.0,-49.54439163208008
1.669247033335018e+18,0.0,-0.0005000000237487257,0.0,-49.66596984863281
1.669247033751223e+18,0.0,-0.0005000000237487257,0.0,-49.76674270629883
1.6692470341677983e+18,0.0,-0.0005000000237487257,0.0,-49.849117279052734
1.6692470345762335e+18,0.0,-0.0005000000237487257,0.0,-49.917789459228516
1.6692470350094065e+18,0.0,-0.0005000000237487257,0.0,-49.96400451660156
1.6692470354344622e+18,0.0,-0.0005000000237487257,0.0,-49.99142074584961
1.6692470358515889e+18,0.0,-0.0005000000237487257,0.0,-50.0000114440918
1.6692470362593943e+18,0.0,-0.0005000000237487257,0.0,-50.0
1.6692470366677074e+18,0.0,-0.0005000000237487257,0.0,-50.0
1.6692470370926397e+18,0.0,-0.0005000000237487257,0.0,-50.0
1.6692470375178842e+18,0.0,-0.0005000000237487257,0.0,-50.0
1.6692470379260634e+18,0.0,-0.0005000000237487257,0.0,-50.01557922363281
1.6692470385261957e+18,0.0,-0.0005000000237487257,0.0,-50.05670928955078
1.6692470390176271e+18,0.0,-0.0005000000237487257,0.0,-50.10917663574219
1.669247039409502e+18,0.0,-0.0005000000237487257,0.0,-50.18080520629883
1.6692470398260692e+18,0.0,-0.0005000000237487257,0.0,-50.27041244506836
1.6692470402342917e+18,0.0,-0.0005000000237487257,0.0,-50.37799835205078
1.6692470406426662e+18,0.0,-0.0005000000237487257,0.0,-50.5367431640625
1.6692470411520932e+18,0.0,-0.0005000000237487257,0.0,-50.6925048828125
1.6692470415843932e+18,0.0,-0.0005000000237487257,0.0,-50.88075256347656
1.6692470420428152e+18,0.0,-0.0005000000237487257,0.0,-51.07231140136719
1.6692470424674714e+18,0.0,-0.0005000000237487257,0.0,-51.298126220703125
1.669247042909284e+18,0.0,-0.0005000000237487257,0.0,-51.557838439941406
1.6692470433841423e+18,0.0,-0.0005000000237487257,0.0,-51.83452224731445
1.6692470438426486e+18,0.0,-0.0005000000237487257,0.0,-52.10684585571289
1.6692470442675932e+18,0.0,-0.0005000000237487257,0.0,-52.39801788330078
1.669247044684116e+18,0.0,-0.0005000000237487257,0.0,-52.685028076171875
1.669247045075795e+18,0.0,-0.0005000000237487257,0.0,-53.004695892333984
1.669247045484097e+18,0.0,-0.0005000000237487257,0.0,-53.35883712768555
1.669247045909199e+18,0.0,-0.0005000000237487257,0.0,-53.75979995727539
1.6692470463757676e+18,0.0,-0.0005000000237487257,0.0,-54.12722396850586
1.6692470467758303e+18,0.0,-0.0005000000237487257,0.0,-54.55117416381836
1.6692470472174502e+18,0.0,-0.0005000000237487257,0.0,-54.97470474243164
1.669247047634099e+18,0.0,-0.0005000000237487257,0.0,-55.41001510620117
1.6692470480675164e+18,0.0,-0.0005000000237487257,0.0,-55.81644821166992
1.6692470484837212e+18,0.0,-0.0005000000237487257,0.0,-56.212833404541016
1.6692470489093645e+18,0.0,-0.0005000000237487257,0.0,-56.572792053222656
1.6692470493257047e+18,0.0,-0.0005000000237487257,0.0,-56.93930435180664
1.6692470497589524e+18,0.0,-0.0005000000237487257,0.0,-57.28435516357422
1.6692470502005724e+18,0.0,-0.0005000000237487257,0.0,-57.59480667114258
1.6692470506256527e+18,0.0,-0.0005000000237487257,0.0,-57.87984848022461
1.66924705103375e+18,0.0,-0.0005000000237487257,0.0,-58.14689636230469
1.669247051442373e+18,0.0,-0.0005000000237487257,0.0,-58.390262603759766
1.6692470518420984e+18,0.0,-0.0005000000237487257,0.0,-58.62710189819336
1.6692470522586785e+18,0.0,-0.0005000000237487257,0.0,-58.85479736328125
1.6692470527003674e+18,0.0,-0.0005000000237487257,0.0,-59.05790328979492
1.6692470531339722e+18,0.0,-0.0005000000237487257,0.0,-59.23251724243164
1.669247053542192e+18,0.0,-0.0005000000237487257,0.0,-59.38606643676758
1.6692470539421914e+18,0.0,-0.0005000000237487257,0.0,-59.5256233215332
1.6692470543588337e+18,0.0,-0.0005000000237487257,0.0,-59.64716720581055
1.6692470547589174e+18,0.0,-0.0005000000237487257,0.0,-59.7530403137207
1.66924705518367e+18,0.0,-0.0005000000237487257,0.0,-59.84006118774414
1.6692470556086984e+18,0.0,-0.0005000000237487257,0.0,-59.91238784790039
1.669247056058936e+18,0.0,-0.0005000000237487257,0.0,-59.96137619018555
1.669247056483631e+18,0.0,-0.0005000000237487257,0.0,-59.989173889160156
1.6692470568836014e+18,0.0,-0.0005000000237487257,0.0,-59.99989700317383
1.6692470572836237e+18,0.0,-0.0005000000237487257,0.0,-60.0
1.6692470576755963e+18,0.0,-0.0005000000237487257,0.0,-60.0
1.66924705810024e+18,0.0,-0.0005000000237487257,0.0,-60.00178527832031
1.6692470585004923e+18,0.0,-0.0005000000237487257,0.0,-60.01939392089844
1.6692470589251356e+18,0.0,-0.0005000000237487257,0.0,-60.06607437133789
1.6692470594336627e+18,0.0,-0.0005000000237487257,0.0,-60.125404357910156
1.6692470598501975e+18,0.0,-0.0005000000237487257,0.0,-60.20153045654297
1.6692470602619354e+18,0.0,-0.0005000000237487257,0.0,-60.29808044433594
1.6692470606834258e+18,0.0,-0.0005000000237487257,0.0,-60.40741729736328
1.6692470610839345e+18,0.0,-0.0005000000237487257,0.0,-60.5581169128418
1.6692470615587008e+18,0.0,-0.0005000000237487257,0.0,-60.716373443603516
1.6692470619834204e+18,0.0,-0.0005000000237487257,0.0,-60.885841369628906
1.6692470624001846e+18,0.0,-0.0005000000237487257,0.0,-61.087799072265625
1.669247062833418e+18,0.0,-0.0005000000237487257,0.0,-61.28888702392578
1.6692470632333855e+18,0.0,-0.0005000000237487257,0.0,-61.535953521728516
1.6692470636833733e+18,0.0,-0.0005000000237487257,0.0,-61.78593826293945
1.6692470641001884e+18,0.0,-0.0005000000237487257,0.0,-62.081363677978516
1.6692470645585065e+18,0.0,-0.0005000000237487257,0.0,-62.37083435058594
1.669247064983269e+18,0.0,-0.0005000000237487257,0.0,-62.64891815185547
1.6692470653668728e+18,0.0,-0.0005000000237487257,0.0,-62.95869827270508
1.6692470657666819e+18,0.0,-0.0005000000237487257,0.0,-63.28479766845703
1.6692470661665283e+18,0.0,-0.0005000000237487257,0.0,-63.64687728881836
1.6692470665832356e+18,0.0,-0.0005000000237487257,0.0,-64.01702880859375
1.6692470669915878e+18,0.0,-0.0005000000237487257,0.0,-64.4059829711914
1.6692470674084675e+18,0.0,-0.0005000000237487257,0.0,-64.86457061767578
1.6692470678665439e+18,0.0,-0.0005000000237487257,0.0,-65.31281280517578
1.669247068308245e+18,0.0,-0.0005000000237487257,0.0,-65.69464111328125
1.669247068708161e+18,0.0,-0.0005000000237487257,0.0,-66.07901000976562
1.6692470691083963e+18,0.0,-0.0005000000237487257,0.0,-66.66986846923828
1.6692470697747835e+18,0.0,-0.0005000000237487257,0.0,-67.0208740234375
1.6692470701997284e+18,0.0,-0.0005000000237487257,0.0,-67.34648895263672
1.6692470706249782e+18,0.0,-0.0005000000237487257,0.0,-67.66085052490234
1.669247071058107e+18,0.0,-0.0005000000237487257,0.0,-67.94116973876953
1.669247071466348e+18,0.0,-0.0005000000237487257,0.0,-68.21086120605469
1.6692470718829868e+18,0.0,-0.0005000000237487257,0.0,-68.44983673095703
1.6692470722831404e+18,0.0,-0.0005000000237487257,0.0,-68.687255859375
1.6692470727163633e+18,0.0,-0.0005000000237487257,0.0,-68.89972686767578
1.6692470731334185e+18,0.0,-0.0005000000237487257,0.0,-69.1029052734375
1.6692470735747725e+18,0.0,-0.0005000000237487257,0.0,-69.28115844726562
1.6692470739998415e+18,0.0,-0.0005000000237487257,0.0,-69.47063446044922
1.6692470745245373e+18,0.0,-0.0005000000237487257,0.0,-69.59698486328125
1.6692470749246144e+18,0.0,-0.0005000000237487257,0.0,-69.70785522460938
1.669247075333025e+18,0.0,-0.0005000000237487257,0.0,-69.80550384521484
1.6692470757662638e+18,0.0,-0.0005000000237487257,0.0,-69.88472747802734
1.669247076199802e+18,0.0,-0.0005000000237487257,0.0,-69.94449615478516
1.669247076649703e+18,0.0,-0.0005000000237487257,0.0,-69.98095703125
1.6692470770744975e+18,0.0,-0.0005000000237487257,0.0,-69.99808502197266
1.6692470774829937e+18,0.0,-0.0005000000237487257,0.0,-70.00001525878906
1.6692470778911314e+18,0.0,-0.0005000000237487257,0.0,-70.0055160522461
1.6692470783081974e+18,0.0,-0.0005000000237487257,0.0,-70.03022003173828
1.669247078732944e+18,0.0,-0.0005000000237487257,0.0,-70.07970428466797
1.66924707919965e+18,0.0,-0.0005000000237487257,0.0,-70.14053344726562
